name	length	AN_naive_hTSC	BT5_hTSC_1	BT5_hTSC_2	H9_naive_hTSC
AC005099.1	610	15	7	9	25
AC005102.1	479	0	0	1	0
AC005104.1	442	9	16	6	7
AC005104.2	678	5	1	1	12
AC005105.1	792	0	0	0	0
AC005144.1	703	0	0	0	0
AC005150.1	628	0	0	0	0
AC005154.1	22965	721	625	566	878
AC005154.2	379	0	0	0	0
AC005154.3	1393	0	0	0	0
AC005154.4	427	0	0	0	0
AC005154.5	368	0	0	0	1
AC005154.6	687	0	0	0	0
AC005156.1	573	7	2	3	6
AC005160.1	381	1	3	0	0
AC005162.1	389	8	1	0	3
AC005162.2	578	1	0	1	0
AC005162.3	4916	15	19	7	13
AC005165.1	2968	0	0	0	0
AC005165.2	380	14	20	16	22
AC005176.1	1835	2129	115	98	3725
AC005176.2	147	5	0	1	7
AC005178.1	440	0	0	0	0
AC005180.1	587	5	2	11	6
AC005180.2	562	8	11	7	6
AC005181.1	1256	0	0	0	0
AC005183.1	1979	49	34	28	63
AC005185.1	787	0	0	0	0
AC005186.1	570	7	5	3	6
AC005189.1	310	0	0	0	3
AC005191.1	358	0	0	0	0
AC005197.1	683	1	0	1	0
AC005208.1	1100	0	3	0	0
AC005209.1	289	0	0	0	0
AC005220.1	884	0	0	0	0
AC005224.1	1537	24	46	43	33
AC005224.2	1885	0	0	0	0
AC005224.3	2140	42	0	0	69
AC005224.4	1652	50	0	0	85
AC005225.1	937	1	2	0	9
AC005225.2	919	5	1	0	0
AC005225.3	519	0	0	0	0
AC005225.4	545	0	0	0	0
AC005225.5	2225	5	2	4	0
AC005229.1	409	0	4	1	2
AC005229.2	399	0	0	0	0
AC005229.3	323	0	0	0	0
AC005229.4	2198	23	17	13	29
AC005230.1	285	0	3	1	1
AC005234.1	434	0	0	0	0
AC005237.1	559	2	0	0	0
AC005237.2	219	0	0	0	0
AC005242.1	438	4	7	5	2
AC005244.1	339	9	6	4	10
AC005244.2	718	2	0	1	0
AC005252.1	1063	0	0	0	0
AC005252.2	1141	0	0	0	0
AC005252.3	2258	0	0	0	0
AC005253.1	2001	11	13	6	8
AC005253.2	432	0	0	0	0
AC005255.1	216	0	0	0	0
AC005256.1	458	0	0	0	0
AC005258.1	1268	0	0	0	0
AC005261.1	738	17	11	12	53
AC005261.2	4258	1129	847	589	1307
AC005261.3	1045	8	14	7	3
AC005261.4	1385	183	190	209	232
AC005261.5	355	0	0	0	0
AC005261.6	1387	18	19	6	11
AC005262.1	362	4	26	8	8
AC005262.2	452	0	0	0	0
AC005264.1	2319	0	1	1	0
AC005274.1	802	1	0	3	1
AC005277.1	335	0	0	0	0
AC005277.2	390	17	33	9	13
AC005280.1	680	0	0	0	0
AC005281.1	911	13	1	3	9
AC005288.1	860	479	281	241	500
AC005291.1	641	0	23	31	7
AC005291.2	523	0	35	31	1
AC005294.1	281	0	0	0	3
AC005296.1	209	2	0	0	0
AC005297.1	862	0	0	0	0
AC005297.2	606	0	0	0	0
AC005297.3	756	0	0	0	0
AC005300.1	373	0	1	1	0
AC005301.1	875	0	0	0	0
AC005303.1	740	0	0	0	0
AC005304.1	405	7	0	0	0
AC005304.2	1982	0	0	0	0
AC005304.3	511	9	0	0	0
AC005306.1	935	0	0	2	2
AC005307.1	1570	40	0	0	0
AC005323.1	1474	0	0	0	0
AC005323.2	769	0	0	0	0
AC005324.1	1582	0	0	0	0
AC005324.2	415	0	0	0	0
AC005324.3	5514	0	4	2	0
AC005324.4	4387	0	0	0	0
AC005324.5	571	3	0	0	3
AC005324.6	613	0	0	0	0
AC005326.1	123	0	0	1	0
AC005329.1	3571	0	0	0	0
AC005329.2	446	0	0	0	0
AC005329.3	1366	0	0	0	0
AC005330.1	1238	17	2	3	17
AC005332.10	619	0	0	0	0
AC005332.1	1310	5	3	1	10
AC005332.2	930	0	0	0	0
AC005332.3	676	1	0	0	0
AC005332.4	579	1	0	0	0
AC005332.5	2919	0	0	0	0
AC005332.6	446	58	46	38	70
AC005332.7	2005	24	2	3	8
AC005332.8	2735	4	3	3	6
AC005332.9	2921	326	153	115	358
AC005336.1	1243	0	0	0	0
AC005336.2	939	1	0	2	0
AC005336.3	2679	0	4	0	0
AC005339.1	392	0	0	0	0
AC005341.1	708	0	1	0	0
AC005342.1	629	0	0	0	0
AC005342.2	315	0	0	0	0
AC005344.1	459	0	0	0	0
AC005345.1	217	0	0	0	0
AC005351.1	786	6	19	10	3
AC005355.1	714	13	2	2	16
AC005355.2	484	0	0	0	0
AC005357.1	301	0	0	0	1
AC005357.2	1569	0	0	0	0
AC005358.1	1143	0	1	0	0
AC005358.2	3679	4	7	0	0
AC005363.1	351	0	0	0	0
AC005363.2	242	12	10	30	18
AC005377.1	456	0	0	0	0
AC005379.1	328	0	0	0	3
AC005381.1	1270	1	1	0	0
AC005383.1	534	6	0	0	0
AC005387.1	352	1	1	0	1
AC005387.2	440	1	0	1	2
AC005391.1	341	12	7	4	9
AC005392.1	500	0	1	3	7
AC005392.2	301	3	20	25	1
AC005392.3	459	0	0	0	0
AC005393.1	584	16	56	41	26
AC005394.1	1269	4	0	0	0
AC005394.2	3113	83	5	0	2
AC005410.1	1000	3	1	1	1
AC005410.2	463	2	0	1	0
AC005412.1	1049	18	16	17	19
AC005412.2	341	1	0	0	0
AC005412.3	715	0	0	0	0
AC005476.1	397	11	13	2	8
AC005476.2	973	18	16	18	7
AC005479.1	451	9	12	5	2
AC005479.2	589	3	17	9	10
AC005479.3	431	0	6	7	12
AC005480.1	3953	33	35	19	112
AC005480.2	75	6	5	3	8
AC005481.1	3456	0	0	0	5
AC005482.1	575	0	0	0	0
AC005486.1	216	0	0	0	0
AC005487.1	665	7	1	1	7
AC005495.1	1211	0	0	0	0
AC005498.1	465	1	0	0	0
AC005498.2	1105	3	5	2	1
AC005498.3	2045	18	28	13	61
AC005514.1	208	0	0	0	0
AC005515.1	289	0	0	0	0
AC005517.1	489	3	4	1	2
AC005517.2	553	27	14	11	15
AC005518.1	1116	0	0	0	0
AC005518.2	282	0	0	0	0
AC005519.1	601	1	1	0	0
AC005519.2	1367	89	61	44	73
AC005520.1	3695	2	6	6	1
AC005520.2	688	0	1	1	3
AC005520.3	370	18	2	0	6
AC005520.4	90	0	0	0	0
AC005520.5	164	0	0	0	0
AC005521.1	872	5	2	3	2
AC005522.1	346	1	3	1	0
AC005522.2	453	21	18	3	6
AC005523.1	418	0	2	2	2
AC005523.2	3572	0	0	0	0
AC005524.1	2102	52	1	0	0
AC005529.1	289	1	9	6	5
AC005531.1	1360	5	2	9	5
AC005532.1	1237	100	77	101	81
AC005532.2	373	0	0	1	0
AC005534.1	742	2	0	0	4
AC005534.2	433	5	1	4	7
AC005537.1	4520	3	1	1	0
AC005538.1	594	0	0	0	0
AC005538.2	1864	0	0	0	0
AC005539.1	1479	0	0	0	2
AC005540.1	919	0	0	0	0
AC005544.1	460	1	0	0	5
AC005544.2	229	0	0	0	0
AC005546.1	391	63	38	45	55
AC005549.1	1629	0	0	0	0
AC005550.1	312	0	0	0	0
AC005550.2	318	8	2	1	4
AC005550.3	3743	0	0	0	0
AC005551.1	493	0	0	0	0
AC005552.1	662	0	0	0	0
AC005559.1	871	0	0	0	0
AC005562.1	6036	5	7	10	1
AC005562.2	111	0	0	0	0
AC005578.1	1020	9	7	10	7
AC005580.1	1155	0	0	0	0
AC005586.1	577	2	2	4	8
AC005586.2	837	10	7	2	2
AC005587.1	592	7	3	2	0
AC005588.1	162	0	0	0	0
AC005592.1	1640	11	3	1	9
AC005593.1	515	6	4	1	0
AC005597.1	420	0	0	0	0
AC005606.1	504	0	0	0	0
AC005606.2	734	0	0	0	0
AC005609.1	617	0	0	0	0
AC005609.2	592	0	0	0	0
AC005609.3	577	0	0	0	0
AC005609.4	447	0	0	0	0
AC005609.5	1523	0	0	0	0
AC005614.1	3653	2	0	1	4
AC005614.2	461	0	0	0	0
AC005616.1	579	1	0	0	0
AC005618.1	3148	11	4	0	0
AC005618.2	2297	3	0	2	0
AC005618.3	458	0	0	0	0
AC005618.4	554	0	0	0	0
AC005622.1	1703	1	0	0	0
AC005625.1	472	0	0	0	0
AC005632.1	576	0	0	0	0
AC005632.2	828	22	4	3	32
AC005632.3	308	0	2	0	0
AC005632.4	431	0	0	0	0
AC005668.1	476	1	1	2	3
AC005670.1	395	5	8	14	7
AC005670.2	1876	0	0	0	0
AC005674.1	459	0	2	0	0
AC005674.2	3510	86	112	61	77
AC005682.1	1467	44	32	48	74
AC005691.1	401	0	0	0	0
AC005692.1	1439	0	0	0	0
AC005692.2	596	0	0	0	0
AC005695.1	5672	7	0	0	0
AC005695.2	259	9	1	0	0
AC005695.3	232	17	18	12	7
AC005696.1	443	16	10	8	12
AC005696.2	626	0	0	0	0
AC005696.3	303	6	0	6	2
AC005696.4	3147	16	0	1	9
AC005697.1	582	0	0	0	0
AC005697.2	2266	7	1	1	4
AC005699.1	2016	0	0	0	0
AC005702.1	2137	0	4	0	2
AC005702.2	481	0	0	0	0
AC005702.3	1447	15	23	7	17
AC005702.4	416	0	0	0	0
AC005702.5	421	0	0	0	0
AC005703.1	1773	0	0	0	0
AC005703.2	343	0	0	0	0
AC005703.3	373	0	0	0	0
AC005703.4	538	2	1	2	1
AC005703.5	555	0	0	1	1
AC005703.6	1329	1	1	0	0
AC005722.1	964	0	0	0	0
AC005722.2	3370	0	0	1	0
AC005722.3	446	0	0	0	0
AC005725.1	2607	0	0	0	1
AC005726.1	427	0	0	0	0
AC005726.2	3218	5	5	5	11
AC005726.3	1515	3	0	0	4
AC005726.4	458	23	42	18	41
AC005726.5	298	0	0	0	0
AC005726.6	1083	0	0	0	0
AC005730.1	344	0	0	0	1
AC005730.2	1184	0	1	1	1
AC005730.3	366	7	6	5	7
AC005736.1	1394	5	5	6	2
AC005736.2	774	0	1	2	2
AC005736.3	244	0	0	0	0
AC005740.1	522	0	0	1	1
AC005740.2	419	6	2	3	4
AC005740.3	344	6	4	4	6
AC005740.4	957	4	1	0	0
AC005741.1	432	0	0	0	0
AC005746.1	1329	1	0	0	0
AC005746.2	470	0	0	0	0
AC005746.3	393	1	0	0	4
AC005753.1	618	0	0	0	0
AC005757.1	472	2	2	0	1
AC005758.1	625	0	0	0	0
AC005759.1	1212	13	6	7	4
AC005771.1	349	7	3	1	2
AC005772.1	976	0	0	0	0
AC005774.1	567	0	0	0	0
AC005775.1	850	3	0	0	2
AC005776.1	290	57	28	24	48
AC005776.2	1769	91	48	39	113
AC005777.1	187	0	0	0	0
AC005779.1	540	0	0	0	0
AC005779.2	550	0	0	0	0
AC005785.1	1911	1	5	1	0
AC005785.2	631	56	57	36	59
AC005786.1	154	7	5	0	5
AC005786.2	369	2	0	0	1
AC005786.3	565	0	0	0	0
AC005786.4	682	3	7	0	2
AC005789.1	297	0	0	0	0
AC005790.1	450	0	0	0	0
AC005796.1	433	0	0	0	0
AC005798.1	387	0	0	0	0
AC005808.1	381	8	5	3	7
AC005821.1	3892	3	8	8	4
AC005822.1	1034	1	1	4	5
AC005823.1	585	0	0	0	0
AC005823.2	650	0	0	0	0
AC005828.1	524	3	0	0	1
AC005828.2	562	8	2	1	9
AC005828.3	591	1	0	1	0
AC005828.4	552	19	7	4	25
AC005828.5	355	0	0	0	0
AC005828.6	232	2	8	0	5
AC005828.7	556	1	6	2	4
AC005829.1	674	0	1	0	0
AC005829.2	1056	0	0	0	0
AC005831.1	1697	0	0	2	0
AC005832.1	572	3	0	0	0
AC005832.2	1430	0	0	0	0
AC005832.3	631	6	1	0	2
AC005832.4	818	0	0	0	0
AC005833.1	4237	0	0	0	0
AC005833.2	1249	0	2	0	0
AC005833.3	1186	0	0	0	0
AC005833.4	449	0	0	0	0
AC005837.1	1717	8	36	23	5
AC005837.2	479	0	0	0	0
AC005837.3	286	1	7	5	4
AC005838.1	233	0	0	0	0
AC005838.2	317	26	6	4	27
AC005839.1	3213	142	176	118	221
AC005840.1	377	14	18	17	14
AC005840.2	355	5	1	5	8
AC005840.3	1803	21	23	14	15
AC005840.4	2494	2	2	2	0
AC005840.5	599	0	0	0	0
AC005841.1	287	0	0	0	0
AC005841.2	1167	12	1	3	7
AC005842.1	975	0	0	0	2
AC005845.1	653	0	2	4	0
AC005856.1	286	4	2	0	3
AC005858.1	677	0	0	0	2
AC005858.2	426	0	0	0	0
AC005858.3	589	0	0	0	0
AC005858.4	700	0	0	0	0
AC005863.1	2998	0	0	0	0
AC005865.1	3004	1	14	1	0
AC005865.2	5981	5	2	0	13
AC005868.1	331	0	0	0	0
AC005871.1	475	0	0	0	0
AC005871.2	526	0	0	0	0
AC005884.1	429	3	0	0	0
AC005884.2	247	0	2	0	2
AC005885.1	3278	0	0	0	0
AC005899.1	563	1	0	1	0
AC005899.2	90	0	0	0	0
AC005899.3	271	0	0	0	0
AC005899.4	561	0	0	0	0
AC005899.5	552	1	1	0	4
AC005899.6	297	3	0	0	3
AC005899.7	588	13	2	3	8
AC005899.8	3449	8	4	1	1
AC005901.1	552	0	0	0	0
AC005906.1	554	1	2	0	1
AC005906.2	9655	0	0	0	0
AC005908.1	347	0	0	0	0
AC005908.2	530	0	0	0	0
AC005909.1	755	1	0	0	0
AC005911.1	456	27	20	16	40
AC005912.1	255	13	10	8	11
AC005912.2	2400	10	4	0	10
AC005915.1	2018	0	0	0	0
AC005920.1	2054	1	0	0	3
AC005920.2	332	4	7	4	13
AC005920.3	1229	0	0	0	2
AC005920.4	492	0	0	0	0
AC005921.1	286	0	0	1	1
AC005921.2	670	0	0	0	0
AC005921.3	2151	49	58	61	56
AC005943.1	1002	0	0	0	0
AC005943.2	148	0	0	0	0
AC005944.1	564	0	0	0	0
AC005951.1	485	0	0	0	1
AC005951.2	495	1	0	0	0
AC005954.1	337	0	0	0	0
AC005954.2	556	0	0	0	0
AC005962.1	773	0	0	0	0
AC005962.2	652	31	9	14	16
AC005972.1	912	18	9	5	21
AC005972.2	348	1	0	0	1
AC005972.3	481	8	0	2	5
AC005972.4	1131	2	0	0	4
AC005993.1	397	13	30	20	22
AC005996.1	1586	4	3	4	6
AC005996.2	564	0	0	0	0
AC005999.1	588	0	0	0	0
AC006001.1	474	0	0	0	2
AC006001.2	938	11	48	57	18
AC006001.3	9983	1478	1449	1277	1748
AC006001.4	395	0	0	0	0
AC006003.1	613	0	0	0	0
AC006004.1	2145	0	0	0	0
AC006006.1	144	0	0	0	0
AC006007.1	672	0	0	0	0
AC006011.1	349	0	0	0	0
AC006011.2	1158	2	0	0	3
AC006012.1	691	0	0	0	0
AC006013.1	758	0	0	0	0
AC006015.1	570	0	0	0	0
AC006017.1	673	9	13	2	6
AC006019.1	2470	0	0	0	0
AC006019.2	3044	0	0	0	0
AC006019.3	698	0	0	0	0
AC006020.1	1854	1	0	3	0
AC006022.1	388	0	0	0	0
AC006023.1	259	11	3	4	31
AC006023.2	167	0	3	0	0
AC006026.1	1803	7	9	15	8
AC006026.2	180	0	0	0	0
AC006026.3	143	0	0	0	0
AC006027.1	741	0	0	0	0
AC006028.1	402	21	1	6	17
AC006030.1	5059	0	1	0	0
AC006033.1	426	1	4	10	7
AC006033.2	1968	0	0	0	0
AC006037.1	287	0	0	0	0
AC006037.2	2232	0	0	0	0
AC006041.1	328	0	0	0	0
AC006042.1	524	1	2	4	1
AC006042.2	568	0	0	3	2
AC006042.3	1469	15	23	13	17
AC006042.4	692	0	1	2	0
AC006055.1	411	0	0	0	0
AC006058.1	5067	0	0	0	0
AC006058.2	548	0	0	0	0
AC006058.3	1069	0	0	0	0
AC006058.4	1670	0	0	0	0
AC006059.1	785	2	2	0	3
AC006063.1	560	0	0	0	0
AC006063.2	1696	0	0	0	0
AC006064.1	560	0	3	0	0
AC006064.2	2196	27	25	10	37
AC006064.3	477	7	1	2	0
AC006064.4	422	0	0	0	0
AC006064.5	248	0	0	0	0
AC006065.1	802	0	0	0	0
AC006065.2	211	0	0	0	0
AC006065.3	419	0	0	0	0
AC006065.4	1192	0	0	0	0
AC006065.5	349	0	0	0	0
AC006065.6	545	0	0	0	0
AC006070.1	193	0	0	0	0
AC006076.1	345	0	0	0	0
AC006077.1	343	0	0	0	0
AC006077.2	457	4	3	2	4
AC006111.1	329	0	0	0	0
AC006111.2	1068	47	94	93	45
AC006111.3	383	0	2	1	5
AC006115.1	517	20	5	3	34
AC006115.2	202	1	0	0	5
AC006115.3	560	0	0	0	0
AC006116.10	581	1	1	0	2
AC006116.1	2171	1	2	0	0
AC006116.2	988	1	0	0	0
AC006116.3	361	0	0	0	0
AC006116.4	452	1	0	2	2
AC006116.5	559	0	0	2	0
AC006116.6	1103	0	1	0	1
AC006116.7	756	0	0	0	0
AC006116.8	2537	11	5	1	0
AC006116.9	1040	1	1	1	3
AC006120.1	546	18	18	20	32
AC006122.1	440	24	41	33	25
AC006128.1	1661	2	1	1	2
AC006130.1	555	7	1	6	11
AC006130.2	326	0	0	0	0
AC006133.1	264	0	0	0	0
AC006141.1	2170	50	34	25	98
AC006144.1	1600	0	0	0	0
AC006145.1	2651	0	0	0	0
AC006146.1	693	0	0	0	0
AC006148.1	4713	3	0	0	0
AC006148.2	650	0	0	0	0
AC006150.1	263	0	0	0	0
AC006153.1	371	0	0	0	0
AC006157.1	366	0	0	0	0
AC006158.1	249	0	0	0	0
AC006159.1	386	1	1	2	4
AC006159.2	692	0	0	0	0
AC006160.1	750	7	4	6	7
AC006160.2	154	0	0	0	0
AC006195.1	923	0	20	46	0
AC006197.1	465	0	0	0	0
AC006199.1	219	0	4	9	0
AC006205.1	389	0	0	0	0
AC006205.2	373	0	2	0	0
AC006206.1	3387	14	8	1	22
AC006206.2	1604	50	13	10	13
AC006207.1	713	0	0	0	0
AC006210.1	111	0	0	0	0
AC006210.2	1545	1	3	0	0
AC006213.1	2909	3	9	10	7
AC006213.2	2193	167	131	100	146
AC006213.3	517	64	59	24	24
AC006213.4	634	35	12	7	26
AC006213.5	288	2	3	1	2
AC006213.6	4179	28	4	13	15
AC006236.1	797	0	0	0	0
AC006237.1	480	0	0	0	0
AC006238.1	534	0	0	0	1
AC006249.1	471	0	0	0	0
AC006252.1	1101	39	35	48	82
AC006254.1	6315	4	4	3	10
AC006254.2	279	1	1	0	1
AC006254.3	884	4	1	0	0
AC006262.1	5911	94	47	21	121
AC006262.2	849	0	0	1	0
AC006262.3	258	6	1	1	6
AC006262.4	286	5	0	1	11
AC006269.1	3506	3	0	0	1
AC006270.1	478	8	2	0	15
AC006270.2	652	3	0	0	9
AC006270.3	1036	4	1	0	2
AC006272.1	552	0	0	0	0
AC006272.2	163	0	0	0	0
AC006273.1	861	4	6	1	4
AC006277.1	1610	35	37	12	52
AC006288.1	1463	0	0	0	0
AC006296.1	591	0	0	0	0
AC006296.2	764	0	0	0	0
AC006299.1	2421	0	1	3	1
AC006305.1	3011	9	17	0	42
AC006305.2	552	0	0	0	0
AC006305.3	454	1	0	0	0
AC006326.1	787	0	0	0	0
AC006328.1	379	0	0	0	0
AC006328.2	397	0	0	0	0
AC006329.1	705	292	453	306	339
AC006329.2	394	0	0	1	2
AC006330.1	1987	82	70	23	76
AC006333.1	1727	1	0	0	1
AC006333.2	2099	382	336	266	436
AC006335.1	547	0	0	0	0
AC006335.2	330	0	0	0	0
AC006335.3	292	0	0	0	0
AC006338.1	749	0	0	0	0
AC006338.2	791	0	0	0	0
AC006349.1	235	1	0	1	3
AC006355.1	1012	0	0	0	0
AC006355.2	317	0	0	0	0
AC006357.1	531	0	0	0	0
AC006362.1	174	0	0	0	0
AC006363.1	463	0	0	0	0
AC006366.1	759	0	0	0	0
AC006369.1	548	0	2	0	0
AC006369.2	384	0	0	0	0
AC006372.1	546	0	0	0	0
AC006372.2	292	0	0	0	0
AC006372.3	4049	1	0	0	0
AC006372.4	1543	0	0	0	0
AC006378.1	636	3	16	7	2
AC006378.2	2476	3	0	4	2
AC006380.1	186	0	0	0	0
AC006386.1	415	0	0	0	0
AC006386.2	75	0	0	0	0
AC006387.1	2190	2	4	1	0
AC006390.1	283	0	0	0	0
AC006427.1	712	0	0	0	0
AC006435.1	1065	0	0	0	0
AC006435.2	1234	6	8	8	5
AC006435.3	203	0	0	0	0
AC006435.4	234	0	0	0	0
AC006435.5	112	1	0	1	0
AC006441.1	437	22	24	26	28
AC006441.2	302	0	1	0	0
AC006441.3	456	0	0	0	0
AC006441.4	983	0	2	7	0
AC006441.5	209	0	0	0	0
AC006445.1	405	1	0	0	1
AC006445.2	472	2	2	1	5
AC006449.1	571	3	0	0	1
AC006449.2	486	3	3	0	0
AC006449.3	563	0	0	1	1
AC006449.5	2098	12	8	4	5
AC006449.6	2296	45	22	22	92
AC006449.7	366	0	0	0	0
AC006450.1	460	0	0	0	0
AC006450.2	581	1	7	2	1
AC006450.3	2146	3	16	12	3
AC006453.1	1257	0	0	0	0
AC006453.2	2414	126	361	242	143
AC006453.3	377	0	0	0	0
AC006453.4	1252	0	0	0	0
AC006453.5	619	0	0	0	0
AC006455.1	517	0	0	0	0
AC006455.2	906	0	0	0	0
AC006455.3	333	0	0	0	0
AC006455.4	528	0	0	0	0
AC006455.5	2914	0	0	0	0
AC006455.6	893	0	0	0	0
AC006455.7	392	0	0	0	0
AC006455.8	351	0	0	0	0
AC006457.1	392	0	0	0	0
AC006458.1	653	0	0	0	0
AC006460.1	1125	0	1	0	0
AC006460.2	7811	12	4	1	2
AC006461.1	326	0	0	0	0
AC006463.1	232	0	0	0	0
AC006463.2	348	12	14	9	6
AC006466.1	289	0	0	0	0
AC006480.1	378	7	4	6	5
AC006480.2	1337	5	6	7	17
AC006482.1	273	0	0	0	0
AC006483.1	313	27	31	28	38
AC006483.2	515	3	7	0	1
AC006484.1	1884	0	0	0	0
AC006486.1	634	0	0	0	0
AC006486.2	2199	145	211	143	133
AC006487.1	1221	0	0	0	0
AC006487.2	577	0	1	0	0
AC006499.1	850	0	0	0	0
AC006499.2	337	0	0	0	0
AC006499.3	748	0	0	0	0
AC006499.4	694	0	0	0	0
AC006499.5	514	0	0	0	0
AC006499.6	607	0	0	0	0
AC006499.7	1117	0	0	0	0
AC006499.8	23	0	0	0	0
AC006504.1	3666	16	14	17	18
AC006504.2	458	0	0	0	0
AC006504.3	523	0	13	7	3
AC006504.4	1568	0	0	0	0
AC006504.5	5141	317	601	511	433
AC006504.6	199	0	0	0	0
AC006504.7	924	0	0	0	1
AC006504.8	635	7	16	5	1
AC006509.1	634	3	0	2	2
AC006509.2	395	2	0	7	0
AC006511.1	315	4	7	2	2
AC006511.2	660	11	7	3	13
AC006511.3	1783	36	39	28	52
AC006511.4	561	6	2	0	4
AC006511.5	2208	0	0	0	0
AC006512.1	291	5	0	2	4
AC006512.2	486	0	0	0	0
AC006517.1	328	3	5	7	1
AC006518.1	943	0	2	2	1
AC006518.2	1075	9	5	3	13
AC006529.1	637	15	0	3	65
AC006530.1	571	1	0	1	0
AC006534.1	541	3	2	0	3
AC006538.1	1585	15	2	8	30
AC006538.2	543	0	0	0	0
AC006538.3	578	0	0	0	3
AC006539.1	501	12	13	9	5
AC006539.2	572	3	4	12	6
AC006539.3	129	0	0	0	0
AC006547.1	2267	166	136	71	181
AC006547.2	526	0	0	0	0
AC006547.3	583	0	0	0	0
AC006548.1	102	0	0	0	0
AC006548.2	529	0	0	0	0
AC006548.3	84332	1	0	0	0
AC006557.1	1085	10	17	3	9
AC006557.2	1240	0	0	0	0
AC006557.3	517	0	0	0	0
AC006557.4	830	0	0	0	0
AC006557.5	811	0	2	4	2
AC006557.6	864	0	0	0	0
AC006566.1	513	4	10	13	13
AC006581.1	496	0	0	0	0
AC006581.2	455	43	10	6	56
AC006600.1	153	0	1	0	0
AC006600.2	2506	1	0	0	3
AC006840.1	542	0	0	0	0
AC006924.1	559	0	0	0	1
AC006927.1	498	0	0	0	1
AC006927.2	389	0	0	0	0
AC006927.3	384	0	0	0	0
AC006927.4	543	1	0	0	0
AC006942.1	520	3	0	2	0
AC006946.1	328	0	1	0	0
AC006946.2	2855	7	10	6	21
AC006946.3	756	4	1	0	5
AC006947.1	484	0	0	0	0
AC006960.1	153	0	0	0	0
AC006960.2	531	0	0	0	0
AC006960.3	705	4	5	0	0
AC006963.1	1052	3	0	0	0
AC006965.1	959	0	0	0	0
AC006967.1	589	0	0	0	0
AC006967.2	432	0	0	0	0
AC006967.3	1093	0	0	0	0
AC006970.1	389	1	1	1	1
AC006970.2	779	0	0	0	2
AC006971.1	4486	1	0	0	3
AC006974.1	1501	1	24	32	0
AC006974.2	1227	2	6	1	2
AC006978.1	1234	566	122	135	502
AC006978.2	666	3	2	0	3
AC006986.1	241	0	0	0	0
AC006987.1	527	0	0	0	0
AC006987.2	527	0	0	0	0
AC006987.3	406	0	0	0	0
AC006987.4	279	0	0	0	0
AC006989.1	131	0	1	0	0
AC006994.1	839	0	0	0	0
AC006994.2	4461	5	0	0	4
AC007000.1	794	11	4	1	7
AC007000.2	487	3	0	0	0
AC007000.3	617	1	0	0	4
AC007001.1	670	3	4	3	4
AC007003.1	971	0	0	0	0
AC007009.1	429	0	0	0	0
AC007012.1	175	0	0	0	0
AC007012.2	1676	0	0	0	0
AC007014.1	610	9	2	3	4
AC007014.2	479	21	56	117	47
AC007016.1	244	3	2	4	3
AC007029.1	313	0	0	0	1
AC007032.1	847	0	1	1	0
AC007036.1	674	1	0	0	0
AC007036.2	437	6	1	0	4
AC007036.3	614	0	0	0	0
AC007038.1	2199	15	15	9	24
AC007038.2	740	50	52	43	42
AC007040.1	477	0	0	1	0
AC007040.2	4451	14	36	16	12
AC007041.1	1155	64	51	38	71
AC007064.1	351	0	0	0	0
AC007064.2	500	0	0	0	0
AC007064.3	359	0	0	0	0
AC007064.4	555	0	0	0	0
AC007066.1	381	6	3	6	7
AC007066.2	2674	47	51	60	39
AC007068.1	844	0	0	0	0
AC007068.2	395	0	0	0	0
AC007091.1	566	0	0	0	0
AC007098.1	367	1	1	2	1
AC007099.1	1185	0	0	0	0
AC007099.2	336	0	0	0	0
AC007100.1	478	0	0	0	0
AC007106.1	600	1	0	0	2
AC007114.1	855	19	12	20	17
AC007114.2	4281	15	9	7	13
AC007115.1	234	0	0	0	0
AC007126.1	4781	0	0	0	0
AC007128.1	1853	43	38	22	37
AC007128.2	916	32	6	12	9
AC007136.1	199	0	0	0	0
AC007151.1	483	0	0	0	0
AC007159.1	4706	0	3	0	0
AC007160.1	319	17	15	14	14
AC007161.1	1496	5	2	7	3
AC007161.2	1109	1	0	0	0
AC007161.3	637	0	0	0	0
AC007163.1	877	0	0	0	0
AC007163.2	1218	0	0	0	0
AC007179.1	438	0	0	0	0
AC007179.2	2437	0	1	0	0
AC007179.3	235	0	0	0	0
AC007182.1	2159	3	8	10	8
AC007182.2	402	25	10	12	23
AC007191.1	2995	114	122	71	203
AC007192.1	5142	1	0	0	0
AC007192.2	463	0	0	0	0
AC007193.1	448	0	0	0	0
AC007193.2	472	0	0	0	0
AC007193.3	188	0	0	0	0
AC007204.1	555	8	7	5	24
AC007204.2	616	0	0	0	0
AC007207.1	865	0	0	0	0
AC007207.2	588	0	0	0	0
AC007215.1	276	1	0	0	2
AC007216.1	601	18	3	1	21
AC007216.2	384	20	19	27	14
AC007216.3	1495	137	122	122	124
AC007216.4	562	13	5	4	9
AC007216.5	109	0	0	0	0
AC007218.1	660	0	0	0	0
AC007218.2	179	0	0	0	0
AC007220.1	1055	1	0	1	3
AC007221.1	796	0	0	0	0
AC007221.2	948	0	0	0	0
AC007223.1	572	0	0	0	0
AC007224.1	144	0	0	0	0
AC007224.2	510	2	2	1	3
AC007225.1	1836	0	3	0	5
AC007225.2	256	0	0	0	0
AC007228.1	142	0	0	0	0
AC007228.2	1328	119	93	52	174
AC007229.1	412	16	14	9	11
AC007237.1	499	0	0	0	0
