name	length	AN_naive_hTSC	BT5_hTSC_1	BT5_hTSC_2	H9_naive_hTSC
TRIM52-AS1	1316	131	372	342	172
TRIM53AP	1544	0	0	0	0
TRIM53BP	1720	0	0	0	1
TRIM53CP	1354	0	0	0	0
TRIM54	2764	0	1	0	0
TRIM5	4804	2665	7351	6349	2458
TRIM55	3081	147	2517	2011	257
TRIM56	11173	2462	919	563	2548
TRIM58	3225	157	290	150	238
TRIM59	7865	7935	8888	7759	6497
TRIM60	2082	574	1244	1071	651
TRIM60P10Y	751	0	0	0	0
TRIM60P11Y	801	0	0	0	0
TRIM60P13	1283	0	0	0	0
TRIM60P14	1419	0	0	0	0
TRIM60P15	712	0	0	0	0
TRIM60P16	694	0	0	0	0
TRIM60P17	719	0	0	0	1
TRIM60P18	828	21	13	19	25
TRIM60P19	1462	0	0	0	0
TRIM60P3Y	673	0	0	0	0
TRIM60P5Y	574	0	0	0	0
TRIM60P8Y	762	0	0	0	0
TRIM60P9Y	816	0	0	0	0
TRIM61	1582	8	17	4	0
TRIM62	3646	343	378	288	296
TRIM63	2573	3	6	11	2
TRIM6	3947	3463	4149	3887	3577
TRIM64	2691	0	0	0	0
TRIM64B	2689	0	0	0	0
TRIM64C	1353	0	0	0	0
TRIM64DP	1342	0	0	0	0
TRIM64EP	1307	0	0	0	0
TRIM64FP	1371	0	0	0	0
TRIM65	3906	244	242	178	292
TRIM66	10816	454	314	233	247
TRIM67	9326	13	0	0	2
TRIM68	4282	789	1234	695	717
TRIM69	9265	34	136	72	44
TRIM6-TRIM34	3391	0	0	0	0
TRIM71	8685	2569	1899	1374	2529
TRIM72	8500	2	3	2	2
TRIM73	5544	0	0	0	0
TRIM74	1471	3	0	0	0
TRIM75P	1407	51	65	37	38
TRIM77	1353	5	0	0	0
TRIM7	7338	11	1	3	3
TRIM77BP	1119	0	0	0	0
TRIM80P	2848	5	0	2	1
TRIM8	2916	104	96	43	72
TRIM9	8945	88	72	39	76
TRIML1	2113	294	232	262	607
TRIML2	3050	1748	1568	1292	2730
TRIO	17500	2008	1145	759	2252
TRIOBP	12238	870	412	418	1226
TRIP10	3982	2558	1328	1170	2887
TRIP11	10372	4521	3691	2027	5059
TRIP12	12594	5492	5309	4288	7275
TRIP13	3560	1097	2977	2396	1267
TRIP4	3135	3297	4649	4511	3550
TRIP6	2802	1420	846	879	1428
TRIQK	6724	764	772	539	673
TRIR	1402	1684	903	839	1588
TRIT1	2663	3143	3605	3108	3364
TRMO	4203	865	1386	1528	704
TRMT10A	4379	886	1627	1367	1052
TRMT10B	2866	979	999	989	1261
TRMT10BP1	943	0	0	0	0
TRMT10C	1888	3660	5755	5022	5079
TRMT112	1625	14992	14522	12955	13106
TRMT11	2690	2972	4234	3782	4027
TRMT112P1	351	0	0	0	0
TRMT112P2	132	0	0	0	0
TRMT112P3	358	2	1	0	2
TRMT112P4	379	0	0	0	0
TRMT112P5	334	0	0	0	0
TRMT112P6	372	16	6	11	9
TRMT112P7	367	0	0	0	0
TRMT12	2331	503	636	727	389
TRMT1	3364	2395	2958	2664	2960
TRMT13	4133	1334	1392	1062	1301
TRMT1L	4945	646	519	347	917
TRMT2A	3963	268	180	226	539
TRMT2B	4055	564	640	529	561
TRMT2B-AS1	205	0	2	0	1
TRMT44	7724	650	280	203	562
TRMT5	5692	1534	2271	1824	1948
TRMT61A	3229	91	138	110	138
TRMT61B	2056	1878	2555	2361	1703
TRMT6	3776	1502	2416	2187	2210
TRMU	8390	1745	2505	2093	2114
TRNAU1AP	4311	5838	6139	5166	5492
TRNP1	1976	41	48	21	22
TRNT1	5518	2726	4123	3300	2892
TRO	6716	420	56	102	45
TROAP	3954	1849	2163	1885	1616
TROVE2	9102	7344	10505	8582	12213
TRPA1	6377	1	0	0	1
TRPC1	4768	292	228	249	333
TRPC2	3262	0	0	0	2
TRPC3	4358	1	0	0	0
TRPC4	4205	18	33	38	18
TRPC4AP	3226	3365	2287	1682	3603
TRPC5	5839	10	3	0	3
TRPC5OS	3019	0	0	0	0
TRPC6	5537	0	6	1	0
TRPC6P	1760	0	0	0	0
TRPC7	3185	0	0	0	2
TRPC7-AS1	460	2	0	0	0
TRPC7-AS2	706	0	0	0	0
TRPM1	7454	7	2	0	24
TRPM2	6705	0	0	3	7
TRPM2-AS	2292	0	0	0	0
TRPM3	19912	2	0	0	0
TRPM4	6604	417	497	424	469
TRPM5	3962	1	0	0	0
TRPM6	9193	528	1289	1137	568
TRPM7	12333	3574	2428	1664	3979
TRPM8	7903	0	0	3	0
TRPS1	11072	7	103	104	5
TRPT1	2210	589	873	680	895
TRPV1	5237	215	177	88	213
TRPV2	3410	5054	7945	7243	7837
TRPV3	9780	180	1412	1197	1004
TRPV4	3759	120	122	57	138
TRPV5	3686	4	4	1	0
TRPV6	11925	504	1031	696	370
TRRAP	13218	2205	1506	891	2641
TRUB1	3601	605	828	676	744
TRUB2	6125	3451	4529	3909	3587
TRY2P	2319	0	0	0	0
TSACC	1115	307	569	405	384
TSC1	9911	7197	5640	4921	8089
TSC2	11121	544	396	243	641
TSC22D1	8586	12131	4257	3680	15476
TSC22D1-AS1	3457	9	1	8	14
TSC22D2	11676	2577	2055	1616	2886
TSC22D3	4766	869	19	43	329
TSC22D4	3715	103	66	64	129
TSEN15	2443	4284	3160	2407	5144
TSEN15P1	515	1	1	5	4
TSEN15P2	358	1	0	0	1
TSEN15P3	367	0	0	0	0
TSEN2	5667	2097	2052	1654	1598
TSEN2P1	1387	0	0	0	0
TSEN34	3542	482	395	267	535
TSEN54	3440	168	164	129	210
TSFM	3094	3482	4318	3843	4300
TSG101	3839	4677	4998	3994	6135
TSGA10	7375	239	395	259	246
TSGA10IP	2062	2	0	1	0
TSGA13	2259	3	1	0	1
TSHB	537	1	0	1	0
TSHR	5754	3	12	1	8
TSHZ1	8281	20	0	0	20
TSHZ2	12581	25	0	0	29
TSHZ3	5817	0	0	0	5
TSIX	37027	3	3	4	8
TSKS	2391	129	94	65	117
TSKU	4131	456	544	425	546
TSLP	4282	3	17	0	1
TSN	4407	4244	6908	6755	4970
TSNARE1	4070	7	0	0	50
TSNAX	6241	3767	4613	4002	3758
TSNAX-DISC1	3557	4	1	0	3
TSNAXIP1	3852	23	9	16	26
TSPAN10	4745	48	22	29	67
TSPAN11	7113	0	0	1	0
TSPAN12	3368	2350	1930	1329	3754
TSPAN1	2366	300	933	921	118
TSPAN13	2224	324	533	369	315
TSPAN14	17888	9940	19314	15767	13047
TSPAN15	2646	1374	1214	1238	1105
TSPAN16	1561	5	1	2	6
TSPAN17	5215	180	206	127	322
TSPAN18	5871	0	13	4	2
TSPAN19	4085	4	3	0	3
TSPAN2	3410	116	503	305	24
TSPAN31	5385	755	731	659	212
TSPAN32	3793	0	0	0	0
TSPAN33	2750	93	69	46	88
TSPAN3	8506	5033	2985	2497	4256
TSPAN4	5841	512	694	667	637
TSPAN5	7430	97	221	134	82
TSPAN6	4535	3222	6497	5647	3149
TSPAN7	3110	9	36	21	1
TSPAN8	2519	16	21	13	7
TSPAN9	6905	951	385	378	1094
TSPAN9-IT1	562	5	1	0	6
TSPEAR	4471	0	2	0	7
TSPEAR-AS1	2355	4	1	3	55
TSPEAR-AS2	3026	23	12	0	107
TSPO	1455	1974	1262	1155	2319
TSPO2	988	0	0	1	1
TSPOAP1	11354	13	6	11	16
TSPOAP1-AS1	3601	1	16	8	11
TSPY10	1941	0	0	0	0
TSPY1	1171	0	0	0	0
TSPY11P	1045	0	0	0	0
TSPY12P	868	0	0	0	0
TSPY13P	914	0	0	0	0
TSPY14P	915	0	0	0	0
TSPY15P	923	0	0	0	0
TSPY16P	468	0	0	0	0
TSPY17P	467	0	0	0	0
TSPY18P	509	0	0	0	0
TSPY19P	509	0	0	0	0
TSPY20P	630	0	0	0	0
TSPY2	1941	0	0	0	0
TSPY21P	731	0	0	0	0
TSPY22P	604	0	0	0	0
TSPY23P	739	0	0	0	0
TSPY24P	443	0	0	0	0
TSPY25P	745	0	0	0	0
TSPY26P	4051	18	13	5	32
TSPY3	1941	0	0	0	0
TSPY4	1979	0	0	0	0
TSPY5P	973	0	0	0	0
TSPY6P	926	0	0	0	0
TSPY7P	1114	0	0	0	0
TSPY8	1941	0	0	0	0
TSPY9P	945	0	0	0	0
TSPYL1	3326	9425	19196	18342	12730
TSPYL2	4948	559	138	111	583
TSPYL4	4180	266	249	175	317
TSPYL5	4491	0	16	11	5
TSPYL6	3089	1	0	0	0
TSR1	5545	7638	14031	12470	9626
TSR2	1534	5428	7787	6052	7453
TSR3	1243	81	69	47	92
TSSC2	3666	107	11	10	86
TSSC4	2659	291	351	460	531
TSSK1A	768	0	0	3	0
TSSK1B	2478	0	0	0	0
TSSK2	1816	0	0	0	0
TSSK3	2191	3	2	0	2
TSSK4	1924	157	64	71	117
TSSK5P	907	0	0	0	1
TSSK6	1666	25	14	21	43
TST	1937	699	417	482	464
TSTA3	3622	3407	3583	2886	3869
TSTD1	1210	2705	4904	4042	7610
TSTD2	5875	588	628	624	640
TSTD3	962	85	138	120	87
TTBK1	7503	0	0	0	0
TTBK2	12917	464	294	253	439
TTC1	1938	8923	10857	9718	9951
TTC12	5302	398	484	402	284
TTC13	4212	344	219	157	440
TTC14	7783	1002	950	577	1175
TTC16	6370	0	0	0	0
TTC17	11284	6001	4175	3947	6082
TTC19	5966	1681	1226	862	1573
TTC21A	7677	60	75	54	136
TTC21B	7538	559	509	343	395
TTC21B-AS1	2558	9	13	5	3
TTC22	6055	4	6	0	6
TTC23	6148	803	726	658	859
TTC23L	4289	164	129	137	109
TTC24	2829	0	0	0	4
TTC25	2500	172	20	51	89
TTC26	4999	534	1361	963	740
TTC27	3185	4117	7455	6412	4785
TTC28	12645	208	189	132	200
TTC28-AS1	10818	526	519	497	478
TTC28-AS1_1	162	0	0	0	0
TTC28-AS1_2	157	0	0	0	0
TTC28-AS1_3	181	0	0	0	0
TTC28-AS1_4	112	0	0	0	0
TTC29	3332	0	0	3	1
TTC30A	5975	86	33	35	65
TTC30B	4017	132	155	66	85
TTC31	5094	2109	2290	1783	2364
TTC3	15883	6475	4070	2564	6840
TTC32	1986	347	280	298	336
TTC33	6821	374	513	442	395
TTC34	8814	5	0	0	32
TTC36	1009	0	4	3	2
TTC37	8092	5904	5057	4066	5577
TTC38	3578	1952	2098	1865	2339
TTC39A	9362	1031	470	448	1074
TTC39A-AS1	1222	0	0	0	1
TTC39B	12208	1323	254	112	864
TTC39C	7188	198	1404	1122	245
TTC39C-AS1	817	0	1	0	0
TTC39CP1	755	0	0	0	0
TTC39DP	1688	0	0	0	0
TTC3-AS1	1097	1	3	0	3
TTC3P1	6081	91	53	51	77
TTC41P	6495	4	28	8	2
TTC4	3527	191	294	249	152
TTC4P1	1158	1	4	1	0
TTC5	9705	1775	3114	2161	1991
TTC6	8361	2	0	0	0
TTC7A	6949	1013	637	443	1062
TTC7B	21268	2208	707	565	3084
TTC8	6257	947	934	900	996
TTC9	5217	908	484	312	615
TTC9B	2342	34	14	11	29
TTC9C	2657	2931	2213	2150	2862
TTF1	3215	1223	1643	1506	1619
TTF2	10181	2416	3178	2634	2530
TTI1	4479	4363	5216	4515	5157
TTI2	4222	1603	2864	2211	1736
TTK	4579	5093	5340	4630	5707
TTL	15732	1616	1823	1253	945
TTLL10	3943	2	1	0	0
TTLL10-AS1	3532	0	1	0	0
TTLL11	3535	37	46	18	29
TTLL1	1749	161	75	53	72
TTLL11-IT1	1052	0	1	0	0
TTLL12	4622	585	587	457	756
TTLL13P	3902	0	1	1	0
TTLL2	3073	0	0	0	0
TTLL3	10365	986	991	949	873
TTLL4	7685	4081	3967	2843	4306
TTLL5	12266	1671	1517	1157	1822
TTLL6	5097	1	0	0	0
TTLL7	10543	81	309	172	35
TTLL7-IT1	2921	0	0	0	0
TTLL8	2707	0	0	0	0
TTLL9	5925	8	10	4	6
TTN	118976	638	453	361	677
TTN-AS1	20654	413	335	286	319
TTPA	2389	3	0	3	10
TTPAL	7044	1144	2161	1554	1194
TTR	2173	2	18	6	4
TTTY10	1726	0	0	0	0
TTTY11	837	0	0	0	0
TTTY12	979	0	0	0	0
TTTY13	659	0	0	0	0
TTTY14	3239	0	0	0	1
TTTY15	5284	0	0	0	0
TTTY16	192	0	0	0	0
TTTY17A	166	0	0	0	0
TTTY17B	166	0	0	0	0
TTTY17C	166	0	0	0	0
TTTY18	221	0	0	0	0
TTTY1	910	0	0	0	0
TTTY19	269	0	0	0	0
TTTY1B	910	0	0	0	0
TTTY20	259	0	0	0	0
TTTY21	307	0	0	0	0
TTTY21B	307	0	0	0	0
TTTY22	427	0	0	0	0
TTTY2	3168	0	0	0	0
TTTY23	512	0	0	0	0
TTTY23B	858	0	0	0	0
TTTY25P	1505	0	0	0	0
TTTY2B	3168	0	0	0	0
TTTY3	344	0	0	0	0
TTTY3B	344	0	0	0	0
TTTY4	1346	0	0	0	0
TTTY4B	1346	0	0	0	0
TTTY4C	1346	0	0	0	0
TTTY5	1562	0	0	0	0
TTTY6	491	0	0	0	0
TTTY6B	491	0	0	0	0
TTTY7	1466	0	0	0	0
TTTY7B	1466	0	0	0	0
TTTY8	708	0	0	0	0
TTTY8B	708	0	0	0	0
TTTY9B	1643	0	0	0	0
TTYH1	7068	245	66	107	323
TTYH2	5375	14	27	26	1
TTYH3	6129	523	406	343	462
TUB	6722	264	217	170	697
TUBA1A	3421	6201	15385	12996	2666
TUBA1B	3574	10802	32077	27483	14878
TUBA1C	4631	7709	19083	15973	7740
TUBA3C	1551	1	0	1	0
TUBA3D	1598	25	24	7	17
TUBA3E	1542	8	20	13	7
TUBA3FP	2122	8	5	2	5
TUBA3GP	1325	0	0	0	1
TUBA4A	4079	270	394	333	229
TUBA4B	1678	6	1	1	0
TUBA8	3641	4	0	0	2
TUBAL3	1798	41	0	5	9
TUBAP	1352	0	4	1	4
TUBAP2	1613	64	116	120	70
TUBAP4	416	1	3	0	2
TUB-AS1	2021	0	0	0	0
TUBB1	3496	6	13	4	6
TUBB1P1	1300	0	0	0	0
TUBB1P2	1306	0	0	0	0
TUBB2A	1727	2190	12372	10364	2156
TUBB2B	2194	3757	11579	9302	1574
TUBB2BP1	871	1	3	6	1
TUBB	3359	65707	136181	120662	78594
TUBB3	4430	79	122	129	122
TUBB3P1	1332	7	1	1	0
TUBB3P2	232	0	0	0	0
TUBB4A	3466	79	60	59	54
TUBB4AP1	1325	3	2	1	0
TUBB4B	2111	14845	40456	31530	19847
TUBB4BP1	178	0	0	0	0
TUBB4BP2	798	19	24	7	13
TUBB4BP3	271	0	0	0	0
TUBB4BP4	304	0	0	0	0
TUBB4BP5	427	0	0	0	0
TUBB4BP6	479	0	0	0	0
TUBB4BP7	1234	0	0	0	0
TUBB6	4117	9638	37467	29574	9448
TUBB7P	1305	0	0	0	0
TUBB8	2981	1	4	5	1
TUBB8P10	1279	0	0	0	0
TUBB8P11	1058	0	1	0	1
TUBB8P12	1633	4	0	0	10
TUBB8P1	727	9	15	3	12
TUBB8P2	495	1	4	0	1
TUBB8P3	803	0	0	1	0
TUBB8P4	1324	0	0	1	0
TUBB8P5	1351	0	0	0	2
TUBB8P6	1288	0	1	1	1
TUBB8P7	2466	6	5	3	4
TUBB8P8	1058	0	0	0	0
TUBB8P9	1276	0	1	0	0
TUBBP10	1301	4	1	1	2
TUBBP11	252	0	0	0	0
TUBBP1	1646	74	182	147	94
TUBBP2	411	4	17	16	13
TUBBP5	2814	55	0	15	88
TUBBP6	1332	12	15	12	8
TUBBP8	1232	0	0	0	0
TUBBP9	1099	0	3	1	0
TUBD1	3330	816	1191	972	867
TUBE1	6973	1546	1050	692	2025
TUBG1	2411	7851	15257	12583	10878
TUBG1P	1358	5	8	6	2
TUBG2	2772	541	527	347	440
TUBGCP2	7697	1502	1136	1002	1469
TUBGCP3	7014	936	756	576	1001
TUBGCP4	11171	1789	2298	1650	2995
TUBGCP5	6478	1356	2011	1979	1641
TUBGCP6	7689	165	157	103	239
TUFM	2271	25699	31650	27770	30261
TUFT1	3878	6932	5847	5277	9893
TUG1_1	145	0	0	0	0
TUG1_2	87	0	0	0	0
TUG1_3	237	0	0	0	0
TUG1_4	181	0	0	0	0
TUG1	6793	3587	2937	2064	3379
TULP1	2958	47	8	4	48
TULP2	2240	24	38	39	43
TULP3	3181	5999	5261	4712	6074
TULP3P1	2025	1	0	0	1
TULP4	12285	4738	5776	5676	4698
TUNAR	3478	0	0	0	0
TUSC1	2052	65	66	60	133
TUSC2	2406	598	491	435	672
TUSC3	5190	2784	779	567	2784
TUSC5	3596	0	0	0	1
TUSC7	3324	0	1	0	0
TUSC8	1334	0	0	1	0
TUT1	4082	650	524	411	509
TVP23A	5281	34	13	21	96
TVP23B	5862	1717	1553	1532	1868
TVP23BP1	617	0	0	0	0
TVP23BP2	615	3	1	1	0
TVP23C	5435	186	365	331	251
TVP23C-CDRT4	3097	0	0	0	0
TVP23CP1	639	0	0	2	0
TVP23CP2	623	7	10	3	3
TWF1	3932	1955	2411	2060	1922
TWF2	1824	1301	1187	1032	1549
TWIST1	2033	125	171	152	117
TWIST2	1878	0	0	0	0
TWISTNB	3997	3804	5525	4587	3766
TWNK	3508	629	1046	1015	666
TWSG1	4435	2212	2029	2275	882
TXK	3472	10	118	39	6
TXLNA	5103	12680	17191	15094	14875
TXLNB	4937	0	0	3	0
TXLNG	4460	2099	1457	1096	2462
TXLNGY	11377	0	0	0	0
TXN	1142	14322	24044	19940	19902
TXN2	2050	20731	23320	20709	22259
TXNDC11	4292	395	288	297	665
TXNDC12	3630	7472	7015	5714	8090
TXNDC12-AS1	391	19	23	5	8
TXNDC15	5265	501	1167	959	792
TXNDC16	4739	288	105	114	438
TXNDC17	3784	5104	7924	7362	5329
TXNDC2	3392	9	25	22	40
TXNDC5	4387	9	17	11	15
TXNDC8	2135	0	0	0	0
TXNDC9	2816	3995	8272	6912	4823
TXNIP	3625	16	1933	1179	97
TXNL1	11298	7014	7315	5881	8544
TXNL1P1	554	0	0	0	0
TXNL4A	5231	1479	1500	1196	1535
TXNL4B	3170	1382	1613	1335	1671
TXNP1	371	7	5	7	0
TXNP2	295	0	0	0	0
TXNP3	301	1	0	2	0
TXNP4	310	4	9	8	0
TXNP5	315	2	14	3	9
TXNP6	310	22	31	16	11
TXNP7	293	1	0	1	0
TXNRD1	6708	26463	45733	43419	28917
TXNRD2	8373	95	517	331	105
TXNRD3	3055	5	13	7	17
TXNRD3NB	1134	0	0	0	0
TYK2	6773	864	299	304	952
TYMP	3320	57	39	34	79
TYMS	2470	864	2065	1715	1327
TYMSOS	976	91	72	91	116
TYMSP1	869	0	0	0	0
TYMSP2	424	1	0	1	0
TYR	3016	0	0	0	0
TYRL	441	0	0	0	0
TYRO3	10945	2209	610	466	3528
TYRO3P	2705	3	3	1	7
TYROBP	907	1	4	1	0
TYRP1	3741	25	1	0	18
TYSND1	4597	397	332	281	613
TYW1	3890	2071	2017	1822	1797
TYW1B	3258	251	137	118	239
TYW3	4616	2078	3083	2870	2312
TYW5	10496	1200	1554	1209	1217
U1	2105	21	22	13	53
U2	3017	0	0	0	0
U2AF1	11112	2	62	47	30
U2AF1L4	2875	412	403	375	642
U2AF1L5	11119	46	0	0	39
U2AF2	4115	529	700	620	685
U2SURP	11118	8688	9331	8712	10624
U3	10862	154	114	112	163
U40455.1	865	5	2	4	9
U4	727	9	10	7	18
U47924.1	434	2	0	1	0
U47924.2	1097	13	16	5	11
U47924.3	461	1	0	0	5
U4atac	95	0	0	0	0
U51244.1	374	0	0	0	0
U52111.1	1087	3	2	2	2
U62317.1	157	0	0	0	0
U62317.2	602	0	0	1	2
U62317.3	855	46	40	42	81
U62317.4	448	1	5	2	8
U62317.5	362	2	0	0	0
U62631.1	435	0	0	0	0
U6	2952	4	5	4	15
U6atac	235	0	0	0	0
U73023.1	700	0	0	1	0
U73166.1	2625	29	3	29	15
U73169.1	367	14	18	14	21
U73479.1	168	1	2	0	1
U7	436	1	0	0	0
U82695.1	2167	8	0	0	10
U8	2945	1	1	0	0
U85056.1	682	0	0	0	0
U91319.1	826	0	0	0	0
U91324.1	447	0	0	0	0
U91328.1	223	0	0	0	0
U91328.2	4130	109	110	115	113
U91328.3	354	0	0	0	0
U91328.4	517	0	2	1	1
U95743.1	1013	0	0	0	0
UACA	11031	1982	7359	3950	1418
UAP1	3437	1460	1489	1359	3645
UAP1L1	5283	378	168	199	283
UBA1	6437	15954	14701	12245	18360
UBA2	4815	3339	3423	2629	4033
UBA3	4106	7560	9566	8378	9460
UBA52	4306	46138	48284	44366	42164
UBA52P3	382	5	1	4	3
UBA52P6	382	6	3	1	3
UBA52P7	380	0	1	1	0
UBA5	6827	1169	1056	914	1343
UBA6	11432	3449	6525	4978	6359
UBA6-AS1	5575	388	800	628	444
UBA7	4545	39	7	0	13
UBAC1	2979	1683	2883	2387	2033
UBAC2	4603	10228	5890	5496	11907
UBAC2-AS1	1771	130	120	91	137
UBALD1	3619	36	12	17	91
UBALD2	1797	285	31	17	404
UBAP1	2772	2807	1884	1675	3892
UBAP1L	8536	64	41	27	58
UBAP2	10620	12448	14697	12869	14200
UBAP2L	7503	14681	18803	18878	25082
UBASH3A	3915	1	0	1	0
UBASH3B	9011	2465	4201	3865	1720
UBB	1621	33631	36345	33097	30344
UBBP1	473	7	20	12	9
UBBP2	231	8	7	9	7
UBBP3	241	0	1	0	0
UBBP4	1459	94	88	85	83
UBBP5	266	0	0	1	0
UBC	3898	56609	61579	58844	61182
UBD	1087	0	0	0	0
UBDP1	382	1	0	0	0
UBE2A	5276	8845	7893	6319	10749
UBE2B	3291	13942	6168	5744	17102
UBE2C	1286	6756	8425	5982	5669
UBE2CP1	554	4	3	0	6
UBE2CP3	450	0	0	0	0
UBE2CP4	535	4	2	1	0
UBE2D1	3486	322	333	223	307
UBE2D2	3556	1922	2273	2020	2377
UBE2D3	10069	21269	26881	23708	23779
UBE2D3P1	444	62	78	72	76
UBE2D3P2	445	26	36	30	24
UBE2D3P3	425	1	0	0	0
UBE2D3P4	436	0	0	0	0
UBE2D4	4713	1089	1622	1420	1265
UBE2DNL	740	0	0	0	0
UBE2E1	3074	812	1703	1334	1047
UBE2E1-AS1	778	3	1	3	0
UBE2E2	3274	1824	1585	1190	2292
UBE2E2-AS1	532	4	1	8	1
UBE2E3	2973	3712	6114	4898	4613
UBE2F	4238	969	1929	1889	1018
UBE2FP1	447	6	5	2	20
UBE2FP2	462	0	0	0	1
UBE2FP3	524	12	22	13	13
UBE2F-SCLY	3195	11	16	4	12
UBE2G1	4539	7942	6101	6256	8567
UBE2G2	7388	10247	18214	16145	11458
UBE2H	6392	7699	2619	1738	6564
UBE2HP1	360	5	0	1	3
UBE2I	9679	6946	7964	6485	7299
UBE2J1	4290	2533	8063	4755	2471
UBE2J2	4712	286	355	257	421
UBE2K	5245	6624	5664	4742	7480
UBE2L2	429	1	1	0	0
UBE2L3	3838	11382	15615	13340	12005
UBE2L4	464	4	4	4	4
UBE2L5P	2176	13	22	4	17
UBE2L6	2197	9400	5373	4568	2995
UBE2M	1831	317	296	254	481
UBE2MP1	550	0	0	0	0
UBE2N	6269	17708	22919	20686	19699
UBE2NL	1185	4	7	7	5
UBE2NP1	458	25	48	28	35
UBE2O	6472	1174	836	584	1355
UBE2Q1	4161	735	843	758	1288
UBE2Q1-AS1	432	1	7	0	2
UBE2Q2	3852	1308	918	741	1398
UBE2Q2L	998	0	0	0	0
UBE2Q2P10	900	0	0	1	0
UBE2Q2P11	205	0	0	0	0
UBE2Q2P12	204	0	0	0	0
UBE2Q2P1	3008	55	70	49	55
UBE2Q2P2	1855	70	48	19	61
UBE2Q2P4Y	207	0	0	0	0
UBE2Q2P5Y	207	0	0	0	0
UBE2Q2P6	457	0	0	0	0
UBE2Q2P8	102	0	0	0	0
UBE2Q2P9	202	3	2	3	0
UBE2QL1	4317	0	5	2	24
UBE2R2	4075	2841	2472	1878	3050
UBE2R2-AS1	647	6	0	4	5
UBE2S	2788	79	106	88	79
UBE2SP1	669	0	0	0	0
UBE2T	1065	5022	6051	5047	8216
UBE2U	1838	1	0	0	0
UBE2V1	4818	286	338	307	257
UBE2V1P10	269	0	0	0	0
UBE2V1P11	285	0	1	1	0
UBE2V1P12	474	0	0	0	0
UBE2V1P13	439	0	3	1	1
UBE2V1P1	445	3	6	3	9
UBE2V1P14	558	0	0	0	0
UBE2V1P15	448	0	0	0	0
UBE2V1P2	440	34	47	41	33
UBE2V1P3	417	0	1	0	0
UBE2V1P4	344	0	0	0	0
UBE2V1P5	405	0	3	0	1
UBE2V1P6	422	0	0	1	0
UBE2V1P7	340	0	0	0	0
UBE2V1P8	265	0	0	0	0
UBE2V1P9	368	0	0	0	0
UBE2V2	6606	8405	15241	11578	10495
UBE2V2P1	398	0	0	1	0
UBE2V2P2	504	0	0	0	0
UBE2V2P3	437	2	2	2	2
UBE2V2P4	259	0	0	1	0
UBE2W	9090	2216	2136	1791	2890
UBE2WP1	340	0	0	0	2
UBE2Z	5753	2756	2958	2530	3217
UBE3A	12813	2453	2431	1831	2779
UBE3AP2	2259	2	3	5	0
UBE3B	12453	2323	2294	1796	2481
UBE3C	9220	2670	2133	1917	3188
UBE3D	6394	904	1426	1120	775
UBE4A	6576	2437	3200	2889	2915
UBE4B	9128	4798	3254	3185	4573
UBFD1	8619	2171	2428	1808	2089
UBFD1P1	814	0	0	0	0
UBIAD1	5082	1826	3027	2713	2028
UBL3	4384	1205	2046	1595	683
UBL4A	2630	2766	3793	3180	3737
UBL4B	1478	4	0	0	0
UBL5	1931	8318	11116	9794	9151
UBL5P1	193	0	0	0	0
UBL5P2	219	8	10	6	4
UBL5P3	231	0	0	0	0
UBL5P4	236	0	0	0	4
UBL7	1885	4128	4780	4009	4103
UBL7-AS1	1710	668	678	502	512
UBLCP1	2676	3331	3670	2841	2967
UBN1	8551	1649	1151	815	1243
UBN2	16386	1006	473	270	986
UBOX5	4738	417	556	508	643
UBOX5-AS1	2027	11	9	5	21
UBP1	9760	1064	1056	904	1043
UBQLN1	7117	2881	2128	1799	3506
UBQLN1P1	1169	0	0	0	0
UBQLN2	4230	1133	923	592	1412
UBQLN3	2440	0	0	0	0
UBQLN4	3878	935	857	630	1482
UBQLN4P1	1801	0	0	0	0
UBQLN4P2	948	0	0	0	0
UBQLNL	2313	9	3	3	38
UBR1	9928	3480	2511	1891	3761
UBR2	8840	3025	2585	1632	3062
UBR3	10063	1670	737	628	1981
UBR4	24675	9423	5615	3134	9915
UBR5	13085	7583	2222	1890	8280
UBR5-AS1	2355	167	89	76	150
UBR7	3694	1662	2194	1863	1357
UBTD1	1706	131	122	116	87
UBTD2	3301	865	688	525	809
UBTF	6993	517	626	452	887
UBTFL10	562	0	0	0	0
UBTFL1	1182	0	0	0	0
UBTFL11	2252	0	0	0	0
UBTFL2	1191	0	0	0	0
UBTFL3	1024	0	0	0	0
UBTFL5	1191	0	0	0	0
UBTFL6	1024	0	0	0	2
UBTFL7	1191	0	0	0	0
UBTFL8	2112	0	0	1	0
UBTFL9	1148	0	0	0	0
UBXN10	5571	0	458	313	6
UBXN10-AS1	510	4	27	27	3
UBXN11	4704	3055	1390	1329	3114
UBXN1	2532	8582	5690	5137	8328
UBXN2A	6882	998	1303	903	1303
UBXN2B	5390	4061	4182	3469	3517
UBXN4	5112	5395	6090	4710	5932
UBXN6	5275	230	123	78	312
UBXN7	11291	4420	3115	2864	4464
UBXN7-AS1	386	2	0	0	2
UBXN8	3217	897	1408	1163	867
uc_338	6033	29	30	19	32
UCA1	2299	37670	69648	74126	37338
UCHL1	2282	680	1926	1845	143
UCHL1-AS1	880	0	0	0	0
UCHL3	1905	1149	1106	1001	1212
UCHL5	6661	3146	5528	3758	5914
